RAJ2000	DEJ2000
01 33 47.00	+30 29 21.1
01 33 47.01	+30 36 24.2
01 33 47.03	+30 38 48.3
01 33 47.05	+30 39 22.6
01 33 47.05	+30 47 07.9
01 33 47.06	+30 33 10.0
01 33 47.06	+30 44 29.5
01 33 47.07	+30 33 05.1
01 33 47.08	+30 37 18.0
01 33 47.09	+30 40 15.0
01 33 47.10	+30 42 41.2
01 33 47.11	+30 41 20.1
01 33 47.11	+31 08 24.4
01 33 47.15	+30 45 39.0
01 33 47.16	+30 51 22.5
01 33 47.17	+30 39 42.8
01 33 47.17	+30 30 10.4
01 33 47.21	+30 45 01.5
01 33 47.23	+30 42 51.6
01 33 47.24	+30 39 37.3
01 33 47.25	+30 19 39.2
01 33 47.29	+30 47 36.0
01 33 47.29	+30 04 05.0
01 33 47.30	+30 45 15.3
01 33 47.31	+30 38 05.6
01 33 47.31	+30 39 28.2
01 33 47.32	+30 20 45.3
01 33 47.32	+30 52 31.2
01 33 47.34	+30 39 15.1
01 33 47.37	+30 46 29.8
01 33 47.39	+30 34 16.8
01 33 47.40	+30 43 37.7
01 33 47.41	+30 36 34.5
01 33 47.42	+30 40 16.6
01 33 47.42	+30 39 40.0
01 33 47.46	+30 41 54.9
01 33 47.48	+30 40 24.1
01 33 47.49	+30 41 36.9
01 33 47.50	+30 32 04.1
01 33 47.51	+30 40 40.8
01 33 47.56	+30 39 54.2
01 33 47.57	+30 51 38.6
01 33 47.58	+30 39 08.1
01 33 47.62	+30 41 47.6
01 33 47.64	+30 54 00.8
01 33 47.65	+30 36 27.8
01 33 47.66	+30 42 14.5
01 33 47.67	+30 38 57.7
01 33 47.67	+30 25 25.9
01 33 47.70	+30 38 43.5
01 33 47.71	+30 39 25.2
01 33 47.73	+30 43 47.9
01 33 47.76	+30 40 13.0
01 33 47.77	+30 38 00.3
01 33 47.78	+30 44 06.7
01 33 47.78	+30 39 41.2
01 33 47.79	+30 43 01.0
01 33 47.79	+30 25 59.3
01 33 47.79	+31 15 48.2
01 33 47.81	+30 46 48.4
01 33 47.82	+30 22 26.0
01 33 47.84	+30 38 59.3
01 33 47.86	+30 40 56.5
01 33 47.89	+30 38 08.1
01 33 47.89	+30 38 05.8
01 33 47.90	+30 38 14.3
01 33 47.93	+30 37 37.0
01 33 47.93	+30 25 48.1
01 33 47.94	+30 34 59.9
01 33 47.94	+30 40 16.1
01 33 47.96	+30 53 47.7
01 33 47.96	+30 40 00.4
01 33 47.97	+30 43 31.8
01 33 47.98	+30 33 04.5
01 33 47.98	+30 32 19.2
01 33 47.98	+30 39 25.6
01 33 47.99	+30 40 22.0
01 33 47.99	+30 17 51.3
01 33 48.03	+30 43 59.4
01 33 48.03	+30 50 25.8
01 33 48.04	+30 36 05.3
01 33 48.05	+30 39 32.0
01 33 48.06	+30 31 41.0
01 33 48.10	+30 40 33.5
01 33 48.11	+30 43 27.7
01 33 48.11	+30 39 18.3
01 33 48.12	+30 43 10.6
01 33 48.16	+30 24 34.2
01 33 48.17	+30 43 24.6
01 33 48.17	+30 41 46.2
01 33 48.19	+30 36 41.8
01 33 48.20	+30 35 36.5
01 33 48.21	+30 31 21.3
01 33 48.21	+30 50 42.5
01 33 48.22	+30 40 17.9
01 33 48.22	+30 38 13.6
01 33 48.22	+30 38 37.6
01 33 48.22	+30 43 36.0
01 33 48.25	+30 49 40.7
01 33 48.26	+30 51 18.0
01 33 48.27	+30 37 13.3
01 33 48.28	+30 36 22.9
01 33 48.31	+30 42 03.8
01 33 48.31	+30 31 41.2
01 33 48.32	+30 36 18.9
01 33 48.32	+30 50 56.3
01 33 48.32	+30 37 17.4
01 33 48.34	+30 35 05.3
01 33 48.36	+30 38 15.9
01 33 48.37	+30 34 26.8
01 33 48.39	+30 38 09.5
01 33 48.40	+30 39 42.8
01 33 48.41	+30 45 12.8
01 33 48.41	+30 20 29.7
01 33 48.42	+30 48 08.7
01 33 48.43	+30 48 22.6
01 33 48.43	+30 49 18.9
01 33 48.43	+30 36 26.0
01 33 48.43	+30 44 32.4
01 33 48.43	+30 46 32.1
01 33 48.45	+30 40 41.7
01 33 48.46	+30 34 58.0
01 33 48.47	+30 23 07.5
01 33 48.53	+30 40 22.7
01 33 48.54	+30 38 09.9
01 33 48.55	+30 47 26.5
01 33 48.55	+30 34 23.5
01 33 48.55	+30 37 05.1
01 33 48.56	+30 29 32.0
01 33 48.58	+30 39 25.3
01 33 48.58	+30 34 21.4
01 33 48.60	+30 47 11.7
01 33 48.60	+30 10 01.7
01 33 48.65	+30 38 03.6
01 33 48.66	+29 53 24.0
01 33 48.68	+30 01 51.2
01 33 48.69	+30 43 17.7
01 33 48.70	+30 42 11.2
01 33 48.72	+30 45 26.7
01 33 48.72	+30 40 34.5
01 33 48.75	+30 38 00.8
01 33 48.78	+30 51 32.3
01 33 48.79	+30 38 15.4
01 33 48.80	+30 19 13.2
01 33 48.81	+30 32 01.4
01 33 48.82	+30 43 30.5
01 33 48.82	+30 23 53.7
01 33 48.82	+30 43 05.0
01 33 48.83	+30 37 09.1
01 33 48.85	+30 39 35.2
01 33 48.85	+30 40 44.2
01 33 48.86	+30 44 29.9
01 33 48.87	+30 34 39.0
01 33 48.88	+30 58 50.9
01 33 48.89	+30 39 00.9
01 33 48.89	+30 42 31.4
01 33 48.89	+30 33 54.4
01 33 48.90	+30 56 18.8
01 33 48.91	+30 59 51.8
01 33 48.93	+30 36 56.5
01 33 48.93	+30 52 59.9
01 33 48.94	+30 43 59.3
01 33 48.95	+30 40 19.9
01 33 48.98	+30 32 47.5
01 33 49.01	+30 35 20.5
01 33 49.02	+30 51 02.7
01 33 49.04	+31 19 25.8
01 33 49.04	+30 42 48.4
01 33 49.05	+30 52 21.2
01 33 49.06	+30 38 59.8
01 33 49.06	+30 37 46.4
01 33 49.08	+30 32 38.8
01 33 49.12	+30 18 38.5
01 33 49.13	+30 40 50.3
01 33 49.13	+30 44 22.1
01 33 49.14	+30 14 56.9
01 33 49.17	+30 22 53.5
01 33 49.19	+30 49 40.6
01 33 49.22	+30 39 15.1
01 33 49.22	+30 52 04.0
01 33 49.23	+30 19 47.9
01 33 49.25	+30 24 53.3
01 33 49.26	+30 39 48.0
01 33 49.26	+30 36 00.0
01 33 49.27	+30 50 13.5
01 33 49.28	+30 32 26.0
01 33 49.28	+30 45 01.0
01 33 49.35	+30 39 21.6
01 33 49.36	+30 40 50.2
01 33 49.39	+30 54 53.4
01 33 49.40	+30 39 35.4
01 33 49.43	+30 32 50.4
01 33 49.47	+31 05 21.7
01 33 49.48	+30 41 22.5
01 33 49.49	+30 18 53.7
01 33 49.50	+30 41 30.4
01 33 49.51	+30 39 25.8
01 33 49.51	+30 40 56.1
01 33 49.52	+30 34 00.5
01 33 49.52	+30 25 00.1
01 33 49.54	+30 41 47.6
01 33 49.54	+30 30 07.5
01 33 49.56	+30 40 33.8
01 33 49.60	+30 42 59.7
01 33 49.60	+30 24 12.7
01 33 49.64	+30 40 58.3
01 33 49.65	+30 42 14.0
01 33 49.69	+30 59 52.6
01 33 49.70	+30 44 59.9
01 33 49.70	+30 51 38.6
01 33 49.72	+30 33 27.6
01 33 49.72	+30 46 11.0
01 33 49.74	+30 43 35.9
01 33 49.74	+30 42 56.8
01 33 49.76	+30 49 11.3
01 33 49.77	+30 44 12.5
01 33 49.77	+30 41 07.4
01 33 49.77	+30 44 57.6
01 33 49.79	+30 32 24.5
01 33 49.80	+30 40 44.5
01 33 49.80	+30 53 09.0
01 33 49.82	+30 43 18.5
01 33 49.85	+30 39 07.5
01 33 49.85	+30 32 35.5
01 33 49.86	+30 45 57.3
01 33 49.87	+30 41 23.5
01 33 49.87	+30 38 25.5
01 33 49.87	+30 44 36.0
01 33 49.88	+30 38 45.9
01 33 49.91	+30 29 28.6
01 33 49.92	+30 38 43.3
01 33 49.92	+30 38 40.9
01 33 49.93	+30 50 26.9
01 33 49.93	+30 40 51.2
01 33 49.94	+30 43 14.2
01 33 49.97	+30 30 35.8
01 33 49.97	+30 32 48.2
01 33 50.00	+30 40 04.6
01 33 50.00	+30 39 14.2
01 33 50.00	+30 25 17.4
01 33 50.03	+30 39 43.4
01 33 50.06	+30 46 46.4
01 33 50.07	+30 29 31.3
01 33 50.07	+30 39 20.4
01 33 50.07	+30 37 11.8
01 33 50.10	+30 39 10.6
01 33 50.10	+31 26 22.3
01 33 50.11	+30 31 56.3
01 33 50.12	+30 38 42.9
01 33 50.12	+30 39 43.1
01 33 50.13	+30 24 40.8
01 33 50.15	+30 22 27.5
01 33 50.17	+30 51 31.5
01 33 50.19	+30 39 13.5
01 33 50.22	+30 39 24.5
01 33 50.23	+30 49 16.7
01 33 50.23	+30 47 18.4
01 33 50.23	+30 34 52.1
01 33 50.25	+30 39 21.7
01 33 50.27	+30 39 26.4
01 33 50.27	+30 53 32.6
01 33 50.27	+30 35 26.4
01 33 50.29	+30 46 47.5
01 33 50.31	+30 43 41.8
01 33 50.34	+30 40 56.2
01 33 50.35	+30 34 38.6
01 33 50.36	+30 39 55.8
01 33 50.39	+30 19 24.3
01 33 50.40	+30 38 51.4
01 33 50.40	+30 39 50.6
01 33 50.42	+30 49 30.2
01 33 50.45	+30 39 11.7
01 33 50.46	+30 45 08.1
01 33 50.47	+30 16 35.1
01 33 50.47	+30 39 46.0
01 33 50.49	+30 32 22.1
01 33 50.49	+30 38 17.5
01 33 50.50	+30 37 49.0
01 33 50.50	+30 59 02.0
01 33 50.51	+30 51 16.8
01 33 50.52	+30 32 25.2
01 33 50.54	+30 39 53.0
01 33 50.57	+30 48 22.4
01 33 50.57	+30 32 30.2
01 33 50.59	+30 46 46.8
01 33 50.59	+30 32 01.2
01 33 50.59	+30 39 58.5
01 33 50.59	+30 38 15.1
01 33 50.60	+30 39 49.5
01 33 50.61	+30 31 46.5
01 33 50.62	+30 36 17.2
01 33 50.63	+30 38 42.4
01 33 50.65	+30 37 06.5
01 33 50.65	+30 40 09.9
01 33 50.68	+30 40 02.4
01 33 50.68	+30 43 24.4
01 33 50.68	+30 31 37.7
01 33 50.69	+30 39 07.9
01 33 50.69	+30 33 06.9
01 33 50.70	+30 38 44.6
01 33 50.71	+30 55 45.5
01 33 50.76	+30 38 51.4
01 33 50.77	+30 40 15.7
01 33 50.79	+30 58 11.4
01 33 50.80	+30 44 03.0
01 33 50.82	+30 55 07.0
01 33 50.83	+30 42 18.9
01 33 50.83	+30 38 47.3
01 33 50.83	+30 33 11.6
01 33 50.85	+30 40 00.1
01 33 50.86	+30 32 01.0
01 33 50.86	+30 39 24.5
01 33 50.86	+30 32 42.7
01 33 50.86	+30 48 34.0
01 33 50.88	+30 43 27.2
01 33 50.89	+30 38 55.4
01 33 50.89	+31 31 09.3
01 33 50.89	+30 39 13.0
01 33 50.91	+30 37 18.9
01 33 50.92	+30 47 07.8
01 33 50.92	+30 40 48.1
01 33 50.94	+30 55 00.6
01 33 50.94	+30 38 10.6
01 33 50.98	+30 38 45.9
01 33 50.98	+30 43 54.6
01 33 50.99	+30 42 02.1
01 33 51.00	+30 30 27.0
01 33 51.00	+30 38 22.8
01 33 51.00	+30 37 46.8
01 33 51.06	+30 34 23.4
01 33 51.07	+30 42 45.7
01 33 51.08	+30 40 46.3
01 33 51.08	+30 38 32.5
01 33 51.10	+30 59 41.5
01 33 51.12	+30 27 43.4
01 33 51.17	+30 31 00.7
01 33 51.17	+30 23 09.6
01 33 51.21	+30 42 11.7
01 33 51.21	+30 40 06.9
01 33 51.22	+30 35 10.3
01 33 51.22	+30 45 14.0
01 33 51.28	+30 44 06.4
01 33 51.29	+30 33 51.8
01 33 51.30	+30 34 28.0
01 33 51.31	+30 38 55.4
01 33 51.31	+30 39 14.9
01 33 51.33	+30 38 58.9
01 33 51.33	+30 34 38.4
01 33 51.33	+30 38 51.2
01 33 51.35	+30 19 39.3
01 33 51.36	+30 39 04.1
01 33 51.37	+30 43 21.4
01 33 51.37	+31 26 24.5
01 33 51.38	+30 50 02.5
01 33 51.39	+30 19 56.7
01 33 51.39	+30 39 42.8
01 33 51.39	+30 23 06.7
01 33 51.41	+30 31 34.8
01 33 51.42	+30 47 05.3
01 33 51.43	+30 38 49.3
01 33 51.43	+30 37 48.4
01 33 51.44	+30 36 40.1
01 33 51.44	+30 46 31.8
01 33 51.45	+30 31 55.3
01 33 51.45	+30 41 08.7
01 33 51.47	+30 46 20.5
01 33 51.47	+30 55 48.8
01 33 51.47	+30 53 22.3
01 33 51.49	+30 52 01.0
01 33 51.52	+30 39 57.9
01 33 51.55	+30 27 47.9
01 33 51.55	+30 40 43.4
01 33 51.59	+30 38 34.9
01 33 51.60	+30 36 53.4
01 33 51.61	+30 29 04.3
01 33 51.63	+30 45 13.2
01 33 51.64	+30 51 21.2
01 33 51.65	+30 39 07.6
01 33 51.66	+30 14 38.0
01 33 51.66	+30 46 37.6
01 33 51.68	+30 40 40.6
01 33 51.69	+30 40 03.9
01 33 51.71	+30 23 20.7
01 33 51.71	+30 52 11.2
01 33 51.73	+30 43 10.6
01 33 51.74	+30 38 22.3
01 33 51.74	+30 39 23.6
01 33 51.74	+30 38 15.6
01 33 51.78	+30 58 53.8
01 33 51.82	+30 39 46.8
01 33 51.83	+30 39 21.6
01 33 51.85	+31 11 11.8
01 33 51.85	+30 57 12.6
01 33 51.86	+30 38 53.4
01 33 51.90	+30 43 53.8
01 33 51.93	+30 34 26.6
01 33 51.96	+30 37 39.8
01 33 51.96	+30 02 52.3
01 33 51.98	+30 38 24.8
01 33 51.98	+30 40 01.1
01 33 51.98	+30 26 58.9
01 33 52.01	+30 38 36.5
01 33 52.02	+30 52 50.9
01 33 52.03	+30 29 49.6
01 33 52.06	+30 35 01.5
01 33 52.09	+30 38 49.7
01 33 52.09	+30 29 03.6
01 33 52.11	+30 40 06.1
01 33 52.12	+30 39 58.3
01 33 52.12	+30 53 42.2
01 33 52.13	+30 40 58.4
01 33 52.14	+29 54 21.4
01 33 52.14	+30 39 02.3
01 33 52.15	+30 40 02.3
01 33 52.17	+30 38 51.6
01 33 52.18	+30 39 53.9
01 33 52.18	+30 50 01.0
01 33 52.21	+30 38 55.1
01 33 52.21	+30 43 16.4
01 33 52.22	+30 36 46.7
01 33 52.23	+30 56 34.6
01 33 52.24	+30 53 08.7
01 33 52.26	+30 39 32.2
01 33 52.27	+30 29 40.6
01 33 52.27	+30 40 11.8
01 33 52.27	+30 43 03.2
01 33 52.28	+30 39 59.9
01 33 52.29	+30 39 43.8
01 33 52.29	+30 39 41.5
01 33 52.31	+30 21 02.0
01 33 52.31	+30 40 14.7
01 33 52.33	+30 45 33.0
01 33 52.33	+30 45 21.5
01 33 52.34	+30 39 56.4
01 33 52.38	+30 37 36.4
01 33 52.39	+30 41 35.8
01 33 52.40	+30 54 59.2
01 33 52.41	+30 39 47.0
01 33 52.45	+30 38 04.3
01 33 52.46	+30 07 43.2
01 33 52.47	+30 39 42.0
01 33 52.48	+30 53 55.7
01 33 52.48	+30 43 39.6
01 33 52.49	+30 54 42.6
01 33 52.49	+30 33 48.2
01 33 52.50	+30 38 29.3
01 33 52.50	+30 45 11.9
01 33 52.50	+30 38 49.8
01 33 52.50	+30 38 13.0
01 33 52.54	+30 40 32.7
01 33 52.55	+30 39 00.2
01 33 52.56	+30 46 44.3
01 33 52.58	+30 52 35.5
01 33 52.58	+30 38 06.1
01 33 52.59	+30 41 48.2
01 33 52.62	+30 40 00.5
01 33 52.67	+30 59 05.6
01 33 52.70	+30 25 48.0
01 33 52.71	+30 22 00.2
01 33 52.71	+30 51 00.6
01 33 52.73	+30 35 32.5
01 33 52.76	+31 05 53.2
01 33 52.76	+30 27 33.8
01 33 52.78	+30 43 41.3
01 33 52.79	+30 56 05.2
01 33 52.79	+30 58 47.0
01 33 52.79	+30 44 27.3
01 33 52.80	+30 51 12.7
01 33 52.80	+30 38 27.1
01 33 52.81	+30 36 28.6
01 33 52.81	+30 50 07.6
01 33 52.82	+30 52 02.9
01 33 52.83	+30 39 06.4
01 33 52.84	+30 32 33.0
01 33 52.84	+30 58 05.9
01 33 52.85	+30 15 56.7
01 33 52.87	+30 38 55.2
01 33 52.89	+30 52 05.1
01 33 52.91	+30 19 19.5
01 33 52.92	+30 45 02.3
01 33 52.95	+30 38 16.1
01 33 53.00	+30 38 19.8
01 33 53.01	+30 58 24.3
01 33 53.03	+30 31 39.3
01 33 53.03	+30 46 06.0
01 33 53.04	+30 32 10.4
01 33 53.05	+30 48 03.9
01 33 53.07	+30 34 52.1
01 33 53.09	+30 31 45.6
01 33 53.09	+30 39 02.3
01 33 53.09	+30 39 08.1
01 33 53.10	+30 41 17.2
01 33 53.12	+30 27 18.2
01 33 53.14	+30 44 18.2
01 33 53.14	+30 31 02.5
01 33 53.16	+30 39 22.9
01 33 53.16	+30 38 38.9
01 33 53.18	+30 49 52.9
01 33 53.19	+30 42 05.5
01 33 53.19	+30 45 07.5
01 33 53.20	+30 40 07.3
01 33 53.20	+30 38 16.3
01 33 53.21	+30 39 18.6
01 33 53.24	+30 43 00.1
01 33 53.25	+30 46 05.2
01 33 53.27	+30 48 04.1
01 33 53.28	+30 16 23.4
01 33 53.29	+30 19 26.3
01 33 53.30	+30 42 08.0
01 33 53.30	+30 45 22.2
01 33 53.31	+30 31 16.0
01 33 53.32	+30 25 36.2
01 33 53.35	+30 35 31.0
01 33 53.37	+30 51 27.0
01 33 53.39	+30 38 04.2
01 33 53.39	+30 52 53.2
01 33 53.41	+30 50 56.3
01 33 53.41	+30 41 11.0
01 33 53.47	+30 31 46.4
01 33 53.49	+30 46 09.2
01 33 53.50	+30 34 18.5
01 33 53.53	+30 40 10.7
01 33 53.53	+30 37 01.7
01 33 53.54	+30 35 19.8
01 33 53.54	+30 42 10.0
01 33 53.56	+30 28 40.3
01 33 53.56	+30 32 10.4
01 33 53.57	+30 52 16.9
01 33 53.57	+30 39 29.6
01 33 53.57	+30 56 11.2
01 33 53.59	+30 40 07.7
01 33 53.59	+30 39 27.2
01 33 53.61	+30 55 03.4
01 33 53.62	+30 39 34.0
01 33 53.67	+30 40 14.5
01 33 53.71	+30 42 50.2
01 33 53.72	+30 45 01.0
01 33 53.75	+30 42 23.9
01 33 53.76	+30 30 33.9
01 33 53.79	+30 44 06.8
01 33 53.79	+30 31 43.5
01 33 53.82	+30 31 38.3
01 33 53.82	+30 35 18.2
01 33 53.88	+30 44 22.6
01 33 53.88	+30 26 41.4
01 33 53.89	+29 59 23.9
01 33 53.89	+30 57 16.9
01 33 53.91	+30 41 15.2
01 33 53.94	+30 18 47.8
01 33 53.95	+30 43 56.6
01 33 53.99	+30 38 09.2
01 33 53.99	+30 43 55.1
01 33 54.04	+30 40 11.1
01 33 54.05	+30 33 00.0
01 33 54.06	+30 39 40.0
01 33 54.06	+30 38 37.6
01 33 54.08	+30 41 29.3
01 33 54.09	+30 41 25.9
01 33 54.15	+31 23 57.0
01 33 54.16	+30 44 20.9
01 33 54.20	+31 00 30.8
01 33 54.21	+30 45 15.5
01 33 54.23	+30 19 18.2
01 33 54.23	+30 40 20.3
01 33 54.24	+30 55 04.4
01 33 54.28	+30 43 30.0
01 33 54.29	+30 17 24.4
01 33 54.30	+30 39 03.7
01 33 54.31	+30 34 02.5
01 33 54.31	+30 39 00.2
01 33 54.32	+30 40 31.4
01 33 54.32	+30 33 20.4
01 33 54.34	+30 33 57.7
01 33 54.34	+30 35 28.2
01 33 54.35	+30 56 17.1
01 33 54.37	+30 58 55.4
01 33 54.45	+30 44 24.0
01 33 54.47	+30 51 15.6
01 33 54.47	+31 08 09.6
01 33 54.48	+30 40 36.2
01 33 54.48	+30 46 44.4
01 33 54.52	+30 40 18.1
01 33 54.54	+30 26 23.0
01 33 54.56	+30 45 45.1
01 33 54.57	+30 33 10.3
01 33 54.60	+30 24 35.6
01 33 54.61	+30 52 47.3
01 33 54.63	+30 41 55.7
01 33 54.67	+30 54 01.1
01 33 54.69	+30 41 27.5
01 33 54.71	+30 49 22.8
01 33 54.73	+30 39 32.0
01 33 54.74	+30 49 44.0
01 33 54.74	+30 53 36.9
01 33 54.75	+30 40 46.0
01 33 54.77	+30 32 24.9
01 33 54.78	+30 18 09.4
01 33 54.79	+30 34 54.5
01 33 54.82	+30 40 31.5
01 33 54.83	+29 54 08.7
01 33 54.84	+30 53 44.6
01 33 54.85	+30 40 26.1
01 33 54.90	+30 37 52.1
01 33 54.90	+30 42 20.1
01 33 54.90	+30 24 50.9
01 33 54.93	+30 45 59.6
01 33 54.94	+30 39 31.1
01 33 54.98	+30 37 27.1
01 33 55.00	+30 40 24.2
01 33 55.01	+30 41 54.4
01 33 55.01	+30 45 16.1
01 33 55.05	+30 41 37.1
01 33 55.09	+30 44 25.0
01 33 55.11	+30 41 19.4
01 33 55.12	+30 49 30.3
01 33 55.13	+30 40 20.2
01 33 55.13	+30 47 25.1
01 33 55.15	+30 38 19.5
01 33 55.16	+30 27 47.6
01 33 55.19	+30 30 04.8
01 33 55.19	+30 41 59.2
01 33 55.20	+30 38 02.1
01 33 55.21	+30 34 54.8
01 33 55.21	+30 35 33.6
01 33 55.22	+31 15 53.5
01 33 55.24	+30 39 20.9
01 33 55.24	+30 52 34.9
01 33 55.26	+30 53 39.7
01 33 55.28	+30 33 30.2
01 33 55.32	+30 43 25.6
01 33 55.33	+30 43 30.6
01 33 55.33	+30 43 43.1
01 33 55.33	+30 41 40.0
01 33 55.36	+30 50 48.5
01 33 55.36	+30 34 30.3
01 33 55.38	+30 42 24.6
01 33 55.38	+30 34 13.4
01 33 55.38	+30 39 31.4
01 33 55.40	+30 39 14.7
01 33 55.40	+30 57 52.0
01 33 55.40	+30 39 17.3
01 33 55.43	+30 19 37.8
01 33 55.43	+30 41 15.5
01 33 55.43	+30 33 15.6
01 33 55.45	+30 39 34.6
01 33 55.46	+30 38 09.3
01 33 55.51	+30 39 05.5
01 33 55.53	+30 41 20.8
01 33 55.55	+30 30 02.6
01 33 55.58	+30 41 16.5
01 33 55.58	+30 42 12.8
01 33 55.59	+30 37 21.1
01 33 55.59	+30 40 44.0
01 33 55.60	+30 46 37.9
01 33 55.60	+30 59 48.6
01 33 55.63	+30 38 11.5
01 33 55.63	+29 48 25.1
01 33 55.66	+30 36 24.5
01 33 55.66	+31 02 08.0
01 33 55.69	+30 59 43.9
01 33 55.81	+30 27 14.2
01 33 55.82	+30 40 36.9
01 33 55.83	+30 29 29.1
01 33 55.85	+30 38 38.5
01 33 55.86	+30 27 28.4
01 33 55.86	+30 13 25.4
01 33 55.88	+31 19 47.6
01 33 55.89	+30 33 12.1
01 33 55.97	+30 18 29.3
01 33 55.97	+30 44 58.3
01 33 55.97	+30 39 26.9
01 33 55.97	+30 32 01.8
01 33 55.99	+30 39 18.6
01 33 56.01	+30 29 48.2
01 33 56.04	+30 36 50.5
01 33 56.05	+30 38 34.5
01 33 56.05	+31 03 33.2
01 33 56.06	+30 43 37.3
01 33 56.12	+30 37 47.2
01 33 56.13	+30 34 19.9
01 33 56.14	+30 38 39.5
01 33 56.15	+30 40 24.3
01 33 56.16	+30 26 53.7
01 33 56.22	+30 32 58.6
01 33 56.27	+30 40 41.2
01 33 56.28	+30 39 59.8
01 33 56.30	+30 33 57.5
01 33 56.31	+30 38 44.9
01 33 56.31	+31 11 19.6
01 33 56.36	+30 35 24.7
01 33 56.44	+30 39 25.2
01 33 56.44	+30 33 42.8
01 33 56.44	+29 51 48.9
01 33 56.46	+31 17 06.5
01 33 56.47	+30 35 34.3
01 33 56.49	+30 45 56.8
01 33 56.50	+30 29 00.7
01 33 56.52	+30 37 54.7
01 33 56.55	+30 41 23.3
01 33 56.56	+30 40 19.9
01 33 56.59	+30 44 21.0
01 33 56.62	+31 02 53.2
01 33 56.62	+30 36 56.5
01 33 56.64	+30 39 10.6
01 33 56.64	+30 41 48.5
01 33 56.65	+30 39 49.0
01 33 56.67	+30 35 57.9
01 33 56.70	+30 39 20.2
01 33 56.72	+30 34 01.3
01 33 56.74	+29 58 38.0
01 33 56.74	+30 29 40.3
01 33 56.75	+30 45 31.6
01 33 56.75	+30 52 19.9
01 33 56.78	+30 22 20.9
01 33 56.79	+30 37 44.3
01 33 56.80	+30 40 01.3
01 33 56.83	+30 45 09.9
01 33 56.83	+30 41 12.2
01 33 56.84	+30 53 55.8
01 33 56.87	+30 42 25.5
01 33 56.87	+30 21 18.8
01 33 56.87	+30 41 57.2
01 33 56.88	+30 39 46.1
01 33 56.88	+31 01 38.4
01 33 56.89	+30 55 32.3
01 33 56.89	+30 47 55.8
01 33 56.91	+30 44 04.4
01 33 56.95	+30 24 52.9
01 33 56.96	+30 41 34.7
01 33 56.98	+31 11 04.7
01 33 56.99	+30 38 54.5
01 33 56.99	+30 35 17.0
01 33 57.01	+30 54 33.3
01 33 57.03	+30 38 17.8
01 33 57.04	+30 33 55.2
01 33 57.06	+30 47 51.4
01 33 57.09	+30 08 41.8
01 33 57.10	+30 20 39.7
01 33 57.13	+30 33 10.3
01 33 57.14	+30 47 02.7
01 33 57.15	+30 28 34.1
01 33 57.18	+30 36 14.1
01 33 57.21	+30 41 02.1
01 33 57.22	+30 40 40.8
01 33 57.31	+30 32 21.9
01 33 57.31	+30 34 53.3
01 33 57.32	+30 38 40.1
01 33 57.32	+30 41 10.9
01 33 57.33	+30 45 58.6
01 33 57.33	+30 37 26.1
01 33 57.34	+30 41 13.8
01 33 57.36	+30 35 15.4
01 33 57.37	+30 52 42.0
01 33 57.40	+30 25 08.5
01 33 57.40	+30 40 59.2
01 33 57.43	+30 40 32.2
01 33 57.43	+30 22 14.7
01 33 57.49	+30 46 52.8
01 33 57.51	+30 28 37.2
01 33 57.55	+30 41 13.3
01 33 57.57	+30 35 23.5
01 33 57.57	+30 33 56.8
01 33 57.57	+30 46 41.2
01 33 57.58	+30 41 46.0
01 33 57.59	+31 22 11.4
01 33 57.61	+30 35 30.1
01 33 57.64	+30 38 51.1
01 33 57.64	+30 15 57.7
01 33 57.68	+30 33 51.9
01 33 57.71	+30 42 30.4
01 33 57.72	+30 44 41.0
01 33 57.72	+30 58 36.7
01 33 57.73	+31 01 19.7
01 33 57.73	+30 32 34.9
01 33 57.74	+30 27 46.8
01 33 57.75	+30 22 12.8
01 33 57.77	+30 39 23.3
01 33 57.78	+30 40 48.5
01 33 57.80	+30 42 41.7
01 33 57.80	+30 37 17.8
01 33 57.82	+30 27 32.4
01 33 57.84	+30 38 31.7
01 33 57.84	+30 30 24.5
01 33 57.85	+30 33 12.0
01 33 57.86	+30 32 11.6
01 33 57.86	+31 04 08.5
01 33 57.86	+30 33 38.7
01 33 57.86	+30 22 02.9
01 33 57.86	+30 40 16.4
01 33 57.88	+30 33 53.4
01 33 57.88	+30 54 04.6
01 33 57.92	+30 36 31.4
01 33 57.96	+30 27 33.5
01 33 57.96	+30 48 50.0
01 33 57.99	+30 49 00.0
01 33 58.00	+30 39 13.9
01 33 58.00	+30 38 32.0
01 33 58.01	+30 38 15.3
01 33 58.03	+30 35 35.7
01 33 58.03	+30 32 22.4
01 33 58.04	+30 33 15.8
01 33 58.04	+30 15 44.5
01 33 58.10	+30 41 42.6
01 33 58.10	+30 41 29.5
01 33 58.11	+30 41 10.2
01 33 58.12	+30 40 26.0
01 33 58.12	+30 33 28.1
01 33 58.13	+30 38 00.4
01 33 58.13	+30 34 15.9
01 33 58.16	+30 47 48.1
01 33 58.17	+30 46 03.9
01 33 58.17	+30 49 05.8
01 33 58.22	+30 49 10.0
01 33 58.22	+30 34 31.2
01 33 58.23	+30 38 33.1
01 33 58.23	+30 39 50.6
01 33 58.23	+30 27 01.7
01 33 58.24	+30 33 06.0
01 33 58.27	+30 33 59.7
01 33 58.29	+30 53 00.1
01 33 58.30	+30 22 16.2
01 33 58.30	+30 33 17.4
